"x","y","source","year"
-48.3753,-26.8025,"PMAP",2019
-48.3608,-26.8106,"PMAP",2019
-48.3808,-26.8186,"PMAP",2019
-48.4283,-26.8314,"PMAP",2019
-48.3025,-26.8353,"PMAP",2019
-48.4972,-26.8717,"PMAP",2019
-48.5117,-26.8767,"PMAP",2019
-48.3731,-26.8903,"PMAP",2019
-48.2469,-26.9089,"PMAP",2019
-48.1833,-26.9167,"PMAP",2019
-48.2167,-26.9333,"PMAP",2019
-48.4167,-26.95,"PMAP",2019
-48.4597,-27.0281,"PMAP",2019
-48.35,-27.05,"PMAP",2019
-48.2833,-27.0667,"PMAP",2019
-48.25,-27.0833,"PMAP",2019
-49.0247,-28.8819,"PMAP",2019
-49.0833,-28.9167,"PMAP",2019
-49.1186,-28.9219,"PMAP",2019
-49.0333,-28.9333,"PMAP",2019
-49.2,-28.9333,"PMAP",2019
-49.2167,-29.05,"PMAP",2019
-48.8197,-29.0503,"PMAP",2019
-49.3406,-29.0936,"PMAP",2019
-49.345,-29.0969,"PMAP",2019
-49.2667,-29.15,"PMAP",2019
-49.3083,-29.2592,"PMAP",2019
-49.55,-29.2833,"PMAP",2019
-49.5667,-29.2833,"PMAP",2019
-49.5739,-29.2986,"PMAP",2019
-49.5325,-29.3011,"PMAP",2019
-49.3939,-29.4794,"PMAP",2019
-49.5833,-29.5183,"PMAP",2019
-49.65,-29.5314,"PMAP",2019
-49.55,-29.5333,"PMAP",2019
-49.65,-29.55,"PMAP",2019
-49.4833,-29.65,"PMAP",2019
-49.4619,-29.665,"PMAP",2019
-49.4842,-29.6669,"PMAP",2019
-49.4686,-29.6869,"PMAP",2019
-49.8006,-29.8408,"PMAP",2019
-49.5603,-29.8608,"PMAP",2019
-49.6122,-29.8956,"PMAP",2019
-49.6503,-29.9033,"PMAP",2019
-48.3333,-26.0167,"PMAP",2019
-48.2836,-26.0514,"PMAP",2019
-48.45,-26.0667,"PMAP",2019
-48.1333,-26.0833,"PMAP",2019
-48.4794,-26.0911,"PMAP",2019
-48.4603,-26.1539,"PMAP",2019
-48.05,-26.2167,"PMAP",2019
-48.0667,-26.3167,"PMAP",2019
-48.2333,-26.35,"PMAP",2019
-48.2681,-26.3569,"PMAP",2019
-48.3644,-26.3922,"PMAP",2019
-47.7333,-26.4,"PMAP",2019
-48.3167,-26.4,"PMAP",2019
-48.405,-26.4369,"PMAP",2019
-48.4381,-26.4419,"PMAP",2019
-48.2169,-26.4533,"PMAP",2019
-48.3833,-26.4833,"PMAP",2019
-48.5833,-26.5,"PMAP",2019
-48.3,-26.5167,"PMAP",2019
-48.3833,-26.5167,"PMAP",2019
-48.4167,-26.5167,"PMAP",2019
-48.4,-26.5333,"PMAP",2019
-48.35,-26.55,"PMAP",2019
-48.4333,-26.5667,"PMAP",2019
-48.4728,-26.5683,"PMAP",2019
-48.4042,-26.5786,"PMAP",2019
-48.3833,-26.5833,"PMAP",2019
-48.6167,-26.5833,"PMAP",2019
-48.4414,-26.5908,"PMAP",2019
-48.45,-26.6167,"PMAP",2019
-48.2489,-26.6636,"PMAP",2019
-48.4858,-26.6711,"PMAP",2019
-48.3667,-26.7,"PMAP",2019
-48.3833,-26.7167,"PMAP",2019
-48.5042,-26.7172,"PMAP",2019
-48.4,-26.7333,"PMAP",2019
-48.4778,-26.7392,"PMAP",2019
-48.5389,-26.7456,"PMAP",2019
-48.2833,-26.75,"PMAP",2019
-48.3167,-26.7667,"PMAP",2019
-48.2,-26.7833,"PMAP",2019
-48.2333,-26.7833,"PMAP",2019
-48.2667,-26.7833,"PMAP",2019
-48.4167,-26.7833,"PMAP",2019
-48.5,-26.7867,"PMAP",2019
-48.3608,-26.7972,"PMAP",2019
-48.3333,-26.8,"PMAP",2019
-48.4,-26.8,"PMAP",2019
-48.5333,-26.8,"PMAP",2019
-48.2833,-26.8167,"PMAP",2019
-48.2458,-26.8658,"PMAP",2019
-48.35,-26.8667,"PMAP",2019
-48.5,-26.8667,"PMAP",2019
-48.5153,-26.8758,"PMAP",2019
-48.5358,-26.8897,"PMAP",2019
-48.3789,-26.8922,"PMAP",2019
-48.2,-26.9,"PMAP",2019
-48.5136,-26.9103,"PMAP",2019
-48.4167,-26.9167,"PMAP",2019
-48.5167,-26.9167,"PMAP",2019
-48.5233,-26.9331,"PMAP",2019
-48.2333,-26.9333,"PMAP",2019
-48.4983,-26.9389,"PMAP",2019
-48.3986,-26.9525,"PMAP",2019
-48.5508,-26.9525,"PMAP",2019
-48.5422,-26.9581,"PMAP",2019
-48.5167,-26.9667,"PMAP",2019
-48.3839,-26.9708,"PMAP",2019
-48.54,-26.9714,"PMAP",2019
-48.5167,-27,"PMAP",2019
-48.2869,-27.0303,"PMAP",2019
-48.4,-27.0333,"PMAP",2019
-48.3,-27.0667,"PMAP",2019
-48.3775,-27.0689,"PMAP",2019
-48.3208,-27.0728,"PMAP",2019
-48.3289,-27.0778,"PMAP",2019
-48.35,-27.0833,"PMAP",2019
-48.4167,-27.1,"PMAP",2019
-48.3494,-27.5658,"PMAP",2019
-48.3528,-27.6986,"PMAP",2019
-48.4044,-27.8814,"PMAP",2019
-48.1028,-28.8586,"PMAP",2019
-49.0733,-28.9286,"PMAP",2019
-49.2333,-28.95,"PMAP",2019
-49.3,-29.05,"PMAP",2019
-49.2139,-29.0544,"PMAP",2019
-48.3167,-29.2333,"PMAP",2019
-49.3036,-29.2511,"PMAP",2019
-49.3833,-29.2833,"PMAP",2019
-49.5272,-29.3058,"PMAP",2019
-49.3108,-29.4186,"PMAP",2019
-49.3833,-29.4333,"PMAP",2019
-49.5281,-29.4597,"PMAP",2019
-49.4833,-29.5,"PMAP",2019
-49.55,-29.5167,"PMAP",2019
-49.7303,-29.5319,"PMAP",2019
-49.6658,-29.5447,"PMAP",2019
-48.5667,-29.55,"PMAP",2019
-49.4161,-29.6047,"PMAP",2019
-49.5433,-29.6169,"PMAP",2019
-49.6519,-29.6211,"PMAP",2019
-49.6664,-29.6247,"PMAP",2019
-49.6375,-29.6264,"PMAP",2019
-49.6192,-29.6272,"PMAP",2019
-49.6858,-29.6361,"PMAP",2019
-49.6667,-29.65,"PMAP",2019
-49.7667,-29.6667,"PMAP",2019
-49.6639,-29.6672,"PMAP",2019
-49.85,-29.6833,"PMAP",2019
-49.5667,-29.8833,"PMAP",2019
-49.6414,-29.9067,"PMAP",2019
-49.6403,-29.9114,"PMAP",2019
-49.6306,-29.9186,"PMAP",2019
-49.8167,-30.0333,"PMAP",2019
-49.9133,-30.0369,"PMAP",2019
-40.445,-21.6244,"PMAP",2020
-40.2333,-22.3333,"PMAP",2020
-41.05,-22.5167,"PMAP",2020
-41.4333,-22.55,"PMAP",2020
-43.5833,-23.1975,"PMAP",2020
-44.0017,-23.4942,"PMAP",2020
-44.2636,-23.5711,"PMAP",2020
-44.3339,-23.8086,"PMAP",2020
-44.4706,-23.8275,"PMAP",2020
-44.4,-23.8833,"PMAP",2020
-44.7167,-23.9833,"PMAP",2020
-44.6794,-24.0169,"PMAP",2020
-44.8983,-24.0186,"PMAP",2020
-45.8136,-24.0208,"PMAP",2020
-45.3333,-24.1667,"PMAP",2020
-46.2,-24.2167,"PMAP",2020
-45.3833,-24.2667,"PMAP",2020
-45.0319,-24.415,"PMAP",2020
-45.32,-24.5533,"PMAP",2020
-45.4272,-24.725,"PMAP",2020
-45.4253,-24.7742,"PMAP",2020
-45.3631,-24.7906,"PMAP",2020
-46.6608,-24.8089,"PMAP",2020
-45.5828,-24.9675,"PMAP",2020
-45.6358,-24.9847,"PMAP",2020
-47.6919,-25.635,"PMAP",2020
-47.6975,-25.6442,"PMAP",2020
-48.1367,-25.7978,"PMAP",2020
-47.6975,-26.2258,"PMAP",2020
-47.6833,-26.2333,"PMAP",2020
-47.75,-26.2333,"PMAP",2020
-47.6778,-26.2508,"PMAP",2020
-48.2997,-26.3825,"PMAP",2020
-48.3206,-26.4281,"PMAP",2020
-48.325,-26.4397,"PMAP",2020
-48.3906,-26.5614,"PMAP",2020
-48.4056,-26.605,"PMAP",2020
-48.1886,-26.6667,"PMAP",2020
-48.3778,-26.6717,"PMAP",2020
-48.5892,-26.6833,"PMAP",2020
-48.38,-26.6839,"PMAP",2020
-48.0667,-26.7333,"PMAP",2020
-48.2,-26.7333,"PMAP",2020
-48.07,-26.7378,"PMAP",2020
-47.7667,-26.75,"PMAP",2020
-47.9,-26.75,"PMAP",2020
-48.05,-26.75,"PMAP",2020
-48.2056,-26.7503,"PMAP",2020
-48.0858,-26.7556,"PMAP",2020
-47.7833,-26.7667,"PMAP",2020
-48.0892,-26.8117,"PMAP",2020
-48.0333,-26.8333,"PMAP",2020
-48.455,-26.8389,"PMAP",2020
-48,-26.8667,"PMAP",2020
-47.9167,-26.8833,"PMAP",2020
-48,-26.8833,"PMAP",2020
-48.1825,-26.9058,"PMAP",2020
-48.3303,-26.9544,"PMAP",2020
-47,-26.9667,"PMAP",2020
-48.3058,-27.0786,"PMAP",2020
-48.3092,-27.0936,"PMAP",2020
-48.1667,-27.3167,"PMAP",2020
-48.15,-27.3333,"PMAP",2020
-48.2564,-27.4089,"PMAP",2020
-48.15,-27.4833,"PMAP",2020
-48.1667,-27.55,"PMAP",2020
-48.3294,-28.0831,"PMAP",2020
-48.56,-28.4567,"PMAP",2020
-48.5089,-28.5789,"PMAP",2020
-48.55,-28.5833,"PMAP",2020
-48.7681,-28.6925,"PMAP",2020
-48.7667,-28.7,"PMAP",2020
-48.8122,-28.7167,"PMAP",2020
-48.8833,-28.8042,"PMAP",2020
-48.9333,-28.85,"PMAP",2020
-49.1042,-28.8678,"PMAP",2020
-49.2167,-28.95,"PMAP",2020
-49.1358,-29.0389,"PMAP",2020
-49.1575,-29.0917,"PMAP",2020
-49.1833,-29.1167,"PMAP",2020
-49.1928,-29.1236,"PMAP",2020
-49.6611,-29.5447,"PMAP",2020
-41.4333,-22.4667,"PMAP",2020
-41.4333,-22.5,"PMAP",2020
-41.4667,-22.7167,"PMAP",2020
-41.5333,-22.7333,"PMAP",2020
-42.5764,-23.1728,"PMAP",2020
-43.05,-23.2333,"PMAP",2020
-42.9,-23.2667,"PMAP",2020
-43.1,-23.2667,"PMAP",2020
-43.3,-23.3,"PMAP",2020
-43.6667,-23.35,"PMAP",2020
-44.0667,-23.5333,"PMAP",2020
-44.2333,-23.5667,"PMAP",2020
-44.3167,-23.6167,"PMAP",2020
-43.75,-23.75,"PMAP",2020
-44.2167,-23.75,"PMAP",2020
-44.3333,-23.8,"PMAP",2020
-44.4814,-23.8253,"PMAP",2020
-44.4822,-23.8375,"PMAP",2020
-44.5333,-23.85,"PMAP",2020
-44.5333,-23.8667,"PMAP",2020
-44.6167,-23.9,"PMAP",2020
-44.5378,-23.9106,"PMAP",2020
-44.7036,-23.9547,"PMAP",2020
-44.9681,-23.9742,"PMAP",2020
-44.5967,-24.0117,"PMAP",2020
-45.15,-24.1167,"PMAP",2020
-45.3667,-24.1333,"PMAP",2020
-45.2667,-24.15,"PMAP",2020
-45.05,-24.1667,"PMAP",2020
-45.0667,-24.1833,"PMAP",2020
-45.1833,-24.1833,"PMAP",2020
-45.2667,-24.1833,"PMAP",2020
-45.3333,-24.2333,"PMAP",2020
-45.3167,-24.25,"PMAP",2020
-45.3167,-24.2667,"PMAP",2020
-45.3122,-24.2794,"PMAP",2020
-45.35,-24.2833,"PMAP",2020
-45.3167,-24.3167,"PMAP",2020
-45.3167,-24.3742,"PMAP",2020
-45.35,-24.4,"PMAP",2020
-45.3486,-24.4111,"PMAP",2020
-45.3556,-24.5661,"PMAP",2020
-45.3231,-24.5844,"PMAP",2020
-45.3875,-24.6625,"PMAP",2020
-45.4214,-24.705,"PMAP",2020
-45.7581,-25.0075,"PMAP",2020
-47.1333,-25.1,"PMAP",2020
-47.4589,-25.6128,"PMAP",2020
-47.9244,-26.7417,"PMAP",2020
-48.4667,-26.7667,"PMAP",2020
-48.47,-26.7667,"PMAP",2020
-47.9675,-26.8375,"PMAP",2020
-47.8594,-26.8628,"PMAP",2020
-48.2569,-26.8722,"PMAP",2020
-48.4967,-26.8753,"PMAP",2020
-48.0461,-26.9953,"PMAP",2020
-48.2114,-27.0711,"PMAP",2020
-48.1639,-27.0978,"PMAP",2020
-48.2194,-27.1767,"PMAP",2020
-48.1944,-27.2025,"PMAP",2020
-48.09,-27.2067,"PMAP",2020
-48.1869,-27.2097,"PMAP",2020
-48.1836,-27.2486,"PMAP",2020
-48.1414,-27.2703,"PMAP",2020
-48.1556,-27.3061,"PMAP",2020
-48.1617,-27.4192,"PMAP",2020
-48.3167,-27.5,"PMAP",2020
-48.25,-27.5333,"PMAP",2020
-48.2756,-27.5342,"PMAP",2020
-48.1078,-27.6967,"PMAP",2020
-48.4206,-27.9289,"PMAP",2020
-48.4997,-28.1089,"PMAP",2020
-48.5564,-28.2094,"PMAP",2020
-48.6631,-28.5453,"PMAP",2020
-48.5217,-28.5833,"PMAP",2020
-48.7003,-28.6875,"PMAP",2020
-48.8108,-28.7381,"PMAP",2020
-48.9922,-28.8139,"PMAP",2020
-49.2564,-29.1436,"PMAP",2020
-49.5558,-29.5128,"PMAP",2020
-49.5667,-29.55,"PMAP",2020
-41.25,-22.25,"PMAP",2021
-41.25,-22.75,"PMAP",2021
-47.25,-24.75,"PMAP",2021
-46.25,-25.25,"PMAP",2021
-48.4583,-26.0417,"PMAP",2021
-48.5417,-26.0417,"PMAP",2021
-48.5417,-26.125,"PMAP",2021
-41.6167,-22.4833,"PMAP",2021
-41.6,-22.5333,"PMAP",2021
-41.5333,-22.5667,"PMAP",2021
-43.7742,-23.4986,"PMAP",2021
-47.2667,-25.2833,"PMAP",2021
-47.2833,-25.3,"PMAP",2021
-47.35,-25.3667,"PMAP",2021
-47.3667,-25.4,"PMAP",2021
-47.7667,-25.5333,"PMAP",2021
-47.425,-25.5486,"PMAP",2021
-47.4278,-25.5492,"PMAP",2021
-47.5547,-25.6053,"PMAP",2021
-47.5431,-25.6128,"PMAP",2021
-47.5006,-25.6133,"PMAP",2021
-47.6808,-25.6169,"PMAP",2021
-47.9833,-26.0333,"PMAP",2021
-48.05,-26.05,"PMAP",2021
-48.1333,-26.05,"PMAP",2021
-48.3675,-26.105,"PMAP",2021
-48.0167,-26.15,"PMAP",2021
-48,-26.1833,"PMAP",2021
-48.3086,-26.4925,"PMAP",2021
-48.3167,-26.5667,"PMAP",2021
-48.3667,-26.6333,"PMAP",2021
-48.36,-26.7097,"PMAP",2021
-48.35,-26.75,"PMAP",2021
-48.3667,-26.7667,"PMAP",2021
-48.4181,-26.8361,"PMAP",2021
-48.3214,-26.8789,"PMAP",2021
-47.5958,-26.9,"PMAP",2021
-48.4928,-26.9436,"PMAP",2021
-48.4667,-27.0333,"PMAP",2021
-47.9833,-27.0667,"PMAP",2021
-48.0214,-27.2128,"PMAP",2021
-48.0431,-27.2819,"PMAP",2021
-48.2492,-27.4917,"PMAP",2021
-48.2667,-27.5,"PMAP",2021
-48.0733,-27.5031,"PMAP",2021
-48.1,-27.5833,"PMAP",2021
-48.1081,-27.6006,"PMAP",2021
-48.2833,-27.9333,"PMAP",2021
-48.7794,-28.7494,"PMAP",2021
-49.0833,-28.85,"PMAP",2021
-49,-28.95,"PMAP",2021
-48.9167,-29.0017,"PMAP",2021
-49.2289,-29.0125,"PMAP",2021
-49.4833,-29.4333,"PMAP",2021
-41.6022,-22.4678,"PMAP",2021
-41.5747,-22.4703,"PMAP",2021
-41.6869,-22.5647,"PMAP",2021
-41.6358,-22.6269,"PMAP",2021
-44.75,-23.75,"PMAP",2021
-45.1803,-24.2764,"PMAP",2021
-49.0833,-28.9833,"PMAP",2021
-49.3,-29.0833,"PMAP",2021
-49.5667,-29.4667,"PMAP",2021
-49.5167,-29.6,"PMAP",2021
-49.6833,-29.9667,"PMAP",2021
-49.8333,-29.9667,"PMAP",2021
-49.7533,-29.9731,"PMAP",2021
-49.75,-30.0167,"PMAP",2021
-49.7594,-30.0197,"PMAP",2021
-40.75,-22.75,"PMAP",2022
-41.25,-23.25,"PMAP",2022
-42.75,-23.75,"PMAP",2022
-43.25,-23.75,"PMAP",2022
-44.25,-24.25,"PMAP",2022
-48.2917,-27.4583,"PMAP",2022
-48.2917,-27.5417,"PMAP",2022
-48.375,-27.5417,"PMAP",2022
-48.2917,-27.625,"PMAP",2022
-48.375,-27.625,"PMAP",2022
-48.2917,-27.7083,"PMAP",2022
-48.375,-27.7083,"PMAP",2022
-48.4583,-27.7083,"PMAP",2022
-49.75,-30.75,"PMAP",2022
-50.75,-31.75,"PMAP",2022
-51.75,-32.25,"PMAP",2022
-42.3667,-23.0167,"PMAP",2022
-42.3833,-23.0333,"PMAP",2022
-42.5833,-23.0833,"PMAP",2022
-43.0333,-23.1,"PMAP",2022
-42.7833,-23.15,"PMAP",2022
-43.5667,-23.2667,"PMAP",2022
-43.2333,-23.2833,"PMAP",2022
-44.3167,-23.2833,"PMAP",2022
-43.5667,-23.3,"PMAP",2022
-43.6167,-23.3,"PMAP",2022
-43.5667,-23.35,"PMAP",2022
-43.9167,-23.3667,"PMAP",2022
-43.9167,-23.3833,"PMAP",2022
-43.35,-23.4333,"PMAP",2022
-44.0667,-23.45,"PMAP",2022
-43.9,-23.4667,"PMAP",2022
-44.0667,-23.6,"PMAP",2022
-44.45,-23.6167,"PMAP",2022
-44.4333,-23.6667,"PMAP",2022
-44.5167,-23.6667,"PMAP",2022
-44.5,-23.7333,"PMAP",2022
-44.8833,-23.9,"PMAP",2022
-47.2667,-25.2167,"PMAP",2022
-47.45,-25.3833,"PMAP",2022
-47.1667,-25.4,"PMAP",2022
-47.1,-25.4333,"PMAP",2022
-47.9,-26.2,"PMAP",2022
-48.1667,-26.6,"PMAP",2022
-48.2,-26.75,"PMAP",2022
-48.1833,-26.7667,"PMAP",2022
-48.25,-26.7833,"PMAP",2022
-48.3333,-26.7833,"PMAP",2022
-48.45,-26.8833,"PMAP",2022
-48.15,-27.2333,"PMAP",2022
-45.25,-23.75,"PMAP",2022
-44.1367,-23.60265,"DB_Sardinha",2009
-41.6342666666667,-22.9765833333333,"DB_Sardinha",2009
-41.6735333333333,-22.8403,"DB_Sardinha",2009
-42.3285833333333,-23.04595,"DB_Sardinha",2009
-42.5782166666667,-23.2923333333333,"DB_Sardinha",2009
-42.4788333333333,-23.2232666666667,"DB_Sardinha",2009
-42.4838833333333,-23.2326666666667,"DB_Sardinha",2009
-43.4578333333333,-23.2071666666667,"DB_Sardinha",2009
-43.514,-23.1663333333333,"DB_Sardinha",2009
-43.6775,-23.1326666666667,"DB_Sardinha",2009
-43.6565,-23.2525,"DB_Sardinha",2009
-44.0538333333333,-23.5928333333333,"DB_Sardinha",2009
-43.3968333333333,-23.2481666666667,"DB_Sardinha",2009
-43.411,-23.2183333333333,"DB_Sardinha",2009
-43.507,-23.2361666666667,"DB_Sardinha",2009
-48.4194,-26.6458833333333,"DB_Sardinha",2009
-48.4965666666667,-26.6471666666667,"DB_Sardinha",2009
-43.192,-23.2238333333333,"DB_Sardinha",2009
-43.0633333333333,-23.2598333333333,"DB_Sardinha",2009
-42.9528333333333,-23.2166666666667,"DB_Sardinha",2009
-42.903,-23.1311666666667,"DB_Sardinha",2009
-42.9771666666667,-23.2379666666667,"DB_Sardinha",2009
-43.4683333333333,-23.2364166666667,"DB_Sardinha",2009
-43.4995,-23.2618333333333,"DB_Sardinha",2009
-43.5408333333333,-23.2295,"DB_Sardinha",2009
-43.6516666666667,-23.2515,"DB_Sardinha",2009
-43.6516666666667,-23.2261666666667,"DB_Sardinha",2009
-43.605,-23.3046666666667,"DB_Sardinha",2009
-43.4471666666667,-23.3523333333333,"DB_Sardinha",2009
-43.02695,-23.2593666666667,"DB_Sardinha",2009
-43.0651833333333,-23.2894833333333,"DB_Sardinha",2009
-43.0517166666667,-23.3105333333333,"DB_Sardinha",2009
-43.0724,-23.5097166666667,"DB_Sardinha",2009
-43.0938333333333,-23.1718333333333,"DB_Sardinha",2009
-43.1471666666667,-23.3837833333333,"DB_Sardinha",2009
-43.3399833333333,-23.40105,"DB_Sardinha",2009
-43.3136666666667,-23.4116666666667,"DB_Sardinha",2009
-43.2228333333333,-23.3658333333333,"DB_Sardinha",2009
-43.241,-23.3615,"DB_Sardinha",2009
-43.1698333333333,-23.394,"DB_Sardinha",2009
-43.1618333333333,-23.259,"DB_Sardinha",2009
-43.9448333333333,-23.5185,"DB_Sardinha",2009
-41.7801666666667,-23.4296666666667,"DB_Sardinha",2009
-41.6226666666667,-23.4398333333333,"DB_Sardinha",2009
-41.5436,-23.2975333333333,"DB_Sardinha",2009
-41.6390666666667,-23.3545666666667,"DB_Sardinha",2009
-41.6961,-23.3499166666667,"DB_Sardinha",2009
-44.524,-23.8491666666667,"DB_Sardinha",2009
-44.532,-23.8148333333333,"DB_Sardinha",2009
-44.2518333333333,-23.6758333333333,"DB_Sardinha",2009
-44.5549166666667,-23.8370166666667,"DB_Sardinha",2009
-44.5465333333333,-23.82445,"DB_Sardinha",2009
-44.5412833333333,-23.7938,"DB_Sardinha",2009
-44.2502166666667,-23.6964666666667,"DB_Sardinha",2009
-44.5548333333333,-23.8228333333333,"DB_Sardinha",2009
-44.5556666666667,-23.8225,"DB_Sardinha",2009
-44.6015,-23.8866666666667,"DB_Sardinha",2009
-44.4425,-23.5953333333333,"DB_Sardinha",2009
-44.4868333333333,-23.6431666666667,"DB_Sardinha",2009
-44.529,-23.663,"DB_Sardinha",2009
-44.5723333333333,-23.696,"DB_Sardinha",2009
-44.5128333333333,-23.6903333333333,"DB_Sardinha",2009
-44.494,-23.6666666666667,"DB_Sardinha",2009
-44.5151666666667,-23.6541666666667,"DB_Sardinha",2009
-44.6123333333333,-23.6923333333333,"DB_Sardinha",2009
-44.5851666666667,-23.6985,"DB_Sardinha",2009
-44.6253333333333,-23.4766666666667,"DB_Sardinha",2009
-44.6193,-23.4753333333333,"DB_Sardinha",2009
-44.3427333333333,-23.2892833333333,"DB_Sardinha",2009
-44.38845,-23.3014833333333,"DB_Sardinha",2009
-44.4185,-23.3177333333333,"DB_Sardinha",2009
-44.4317666666667,-23.3015166666667,"DB_Sardinha",2009
-44.2783166666667,-23.6195,"DB_Sardinha",2009
-41.6378333333333,-23.3818333333333,"DB_Sardinha",2009
-41.5625,-23.4078333333333,"DB_Sardinha",2009
-41.5336666666667,-23.4365,"DB_Sardinha",2009
-41.5911666666667,-23.391,"DB_Sardinha",2009
-44.5356333333333,-23.6779666666667,"DB_Sardinha",2009
-44.5217166666667,-23.6175166666667,"DB_Sardinha",2009
-42.4761333333333,-23.0392166666667,"DB_Sardinha",2010
-42.6242166666667,-23.0353833333333,"DB_Sardinha",2010
-42.8224833333333,-23.06635,"DB_Sardinha",2010
-42.82905,-23.04735,"DB_Sardinha",2010
-42.7514,-23.0762666666667,"DB_Sardinha",2010
-42.7086,-23.0704666666667,"DB_Sardinha",2010
-42.68365,-23.0687,"DB_Sardinha",2010
-42.54685,-23.0421666666667,"DB_Sardinha",2010
-48.3298,-26.8799833333333,"DB_Sardinha",2011
-48.4042166666667,-26.7042666666667,"DB_Sardinha",2011
-48.4128166666667,-26.7398833333333,"DB_Sardinha",2011
-48.30965,-25.7253833333333,"DB_Sardinha",2010
-48.5606666666667,-26.6708166666667,"DB_Sardinha",2011
-52.16,-32.38,"DB_Sardinha",2011
